model_id,category
52eaf45c-77a5-40b3-8d96-321164fe7d5b,dressing_table
08bd9700-ae85-4722-8a3c-bf394a31799f,desk
fa83de66-dcee-4a47-8741-1aa668889a86,ceiling_lamp
1a1c11a4-9c90-403c-b7cf-70ee73b58cdd,double_bed
ac7d2819-cae6-4551-b03b-21e973a5e166,nightstand
793417c0-aea5-45b7-9d08-908f24535abe,pendant_lamp
57f7e7c0-8ca3-4eee-b127-5a44c76a9a61,wardrobe
436914ed-ce9d-48a8-8de2-89c3e4e1d83c,double_bed
98d79c07-d61d-4849-9a96-78c9c1ab0466,nightstand
c390f121-819e-4405-896a-1e60a357edcb,tv_stand
9c62fb18-f0b7-4ba4-abca-bc60d19b2a42,ceiling_lamp
ae511bec-d70d-4347-b7d0-9836d9a37f60,wardrobe
8d4810de-1c7b-4ace-b9b3-edf23619b063,double_bed
ebcb383f-0a48-4714-9dac-b39e05a6a903,nightstand
b4e96b08-b603-4021-8730-13a70cbb10d0,ceiling_lamp
60962502-e93a-41ba-a395-3f5a42ec1e6e,kids_bed
162e1aed-6e96-4503-ba3c-adfe8b07b429,dressing_table
2054aeaa-9ba8-43e9-b88a-a571d7adbbaa,dressing_chair
1c2a2b53-fed2-49f7-b0ae-f40028fd1c44,double_bed
a8affecd-7ecb-49ac-998a-fad79a84fd5f,nightstand
e1153871-277c-4c00-8201-e9d12271670e,stool
189a8d02-410b-4c15-898b-cbe706235c60,double_bed
d05c8c6d-f420-413a-9da7-b9fddbbcd993,cabinet
c2f29b88-e421-4b9c-ab06-50e9e83cf8a1,nightstand
fffd4028-7f01-46c7-96d2-36c3f51b5ba6,double_bed
674ec9db-2450-4514-9542-9646ce170098,wardrobe
e40258de-5c0c-4ce7-8b85-2953d498ac77,ceiling_lamp
5ae0d9c7-b509-458c-ac58-8a91322deb8b,desk
777433e0-25b6-4270-843e-c929aa5a8797,ceiling_lamp
105529c9-a81d-4050-a0f9-a7963bcd886f,kids_bed
641767c4-11cc-4a5c-ad87-e392ce092ee5,wardrobe
abe230df-0b8d-4947-bbd4-c3b2b81311a6,cabinet
6c185b06-6b95-45d0-bad2-fea9895e1e5a,double_bed
7e33d9d3-6387-4705-a679-012a80197e67,wardrobe
1ff04aec-2aa8-417a-a19b-6e5e6ae1bf1d,nightstand
bf7c6d54-127c-426f-8e66-3ecc2325f7bb,dressing_table
57f418d5-60db-43a0-8c50-dd9ad661f322,chair
cd150ee7-5b6e-478a-a3be-057ca7a3180f,nightstand
56b1b9fd-78a1-40d7-b20b-97b5c70f289e,single_bed
511ca9b2-4849-4eea-a48a-a9374edc1968,cabinet
ff5b83c7-ca6b-451a-94e7-8e01980a008a,pendant_lamp
22a234bc-ae89-42ea-b091-847019bea405,wardrobe
c1afdceb-913a-40b1-9e43-c84b08c12d0c,cabinet
ac5060c2-1a15-410e-9eef-3762533d120e,stool
987bec46-496e-4970-bfb5-cff89e88a541,shelf
189c8998-ae86-4b0a-841d-d8fd6818f8e2,pendant_lamp
f817d13d-a2ff-43b5-8ecc-9507987ce825,wardrobe
06a11496-dadc-469d-86ec-1c15fe15fa1e,ceiling_lamp
25606e3d-1684-42f6-95d2-d0b7f0cdba5a,ceiling_lamp
8bce5a0f-7695-4b4e-9cd1-98529f41c16a,double_bed
a29bc2b4-5d18-4fd6-b0ce-736d464c7310,table
0acc4e96-4730-4daf-be8c-3f15552ee820,cabinet
17fefd05-26c2-46aa-8dde-155642ebd129,cabinet
bb6bcfe0-60c4-4e01-b416-ec4bae39c99c,wardrobe
7a5f2dc8-4afc-4533-b62d-6f5d5d418663,table
453a46b9-48f5-41ff-9b6c-464abbc84886,double_bed
f4b2a2d0-88b7-4444-9171-6999e2efdd4a,cabinet
66b7ebc2-54a3-408c-b7c6-d6d066b847cb,armchair
32475a7e-a379-4f2b-9666-1ae76cb94b98,pendant_lamp
99a1b7c8-b3fe-47f4-851f-0bab93344121,ceiling_lamp
62dbfe30-7b17-45d8-b761-e46951475dc5,double_bed
f350c1ba-8040-4750-9e6e-f45cfbf916a4,double_bed
b07444ff-5d5d-4493-8616-c1eabe6a840b,nightstand
77185b15-66a6-45aa-8ef7-514b4b374ecb,wardrobe
64548939-41e3-425b-b358-0d0e916a516d,stool
0e2091bc-7a97-46b6-98f0-d960a6903042,ceiling_lamp
02dabe94-29fe-4f44-a7b0-8d12b6281806,double_bed
bcf190c8-288a-46c6-a178-c08dae003eed,nightstand
f3ee29d4-161c-4d52-b0a6-f92105c5f269,wardrobe
02a64bc1-70d6-4da7-98c8-19038cfe95ec,wardrobe
858870cd-37da-4834-9cc4-fe6ab812bb97,double_bed
6cce85c1-50b5-49fb-9b4b-c3a7aa3baa73,nightstand
b0a8e58a-bc9b-4720-88ed-3b99d53c6659,nightstand
6e16ad24-712f-4d40-abe6-93ecdf10bcb9,bookshelf
c671f37a-6907-43f0-a2ab-4f5da0686b3b,ceiling_lamp
7bf721bf-8839-4343-95c5-b6e852805ad1,double_bed
4d24044b-8ed0-4623-8bf2-fce87aaa3766,wardrobe
8e58fb02-90a0-42af-8f99-2ec9556061e4,nightstand
ad019f8c-2c85-48ae-90b8-4287ec72e9df,double_bed
05101287-941c-4442-af2e-0eef69f136b6,nightstand
232df588-db56-4982-a81e-ea9de8aa3606,tv_stand
3d222a55-1adb-4cbd-ab3e-0f36b82db03c,pendant_lamp
51d8f810-d983-4ab4-a460-0f3c4c8efa30,double_bed
ee10ac88-e99c-41bd-8579-ee0626924007,wardrobe
7a0ff9f9-85e9-4bde-93ca-c2c929233258,tv_stand
4312d1ab-7ff1-438d-9112-f0ae02a6b91a,pendant_lamp
65a9645b-6d78-49a4-9704-e91176ac250e,wardrobe
e0d0379b-0835-482f-836a-5803975ade24,wardrobe
62319141-32fa-4353-b2ff-ec31ca232e3e,nightstand
cede2c1a-8176-438d-84e8-7952434327b7,nightstand
22da2ff5-6dd3-4c99-b179-b075a35eb3eb,double_bed
04dbc652-b127-4070-bfc3-c07fa5bc4ede,wardrobe
0ae1ba4a-ec57-4f83-a95d-d18d129f9a34,stool
ce2fddf4-5119-44dc-9b2a-7f8485634b28,shelf
3b24e2fc-2f7f-49b3-bf76-81b226a74046,pendant_lamp
23361f63-47ac-49a0-aeae-b05e01d5626a,kids_bed
de279c41-9886-4948-bccc-d6bb7fc840c8,children_cabinet
688acc5a-522c-4e59-bd28-b9bfb9809698,dressing_table
3b4b35bb-23c3-4f75-856c-5eb219124141,chair
b8307272-f3bc-4b03-8dc7-d12231fbd96d,nightstand
7abbb840-1187-45ef-a42f-9912f1ec85d3,kids_bed
206f88c4-68b7-4ecf-ba15-8bf296209515,wardrobe
3882182e-1382-4d4b-b280-ca9d76d990de,double_bed
e68b1384-ad17-41d5-9e5a-d3c998b209a6,nightstand
4f6d6c68-3d03-4cbb-8c09-5640e564b74a,tv_stand
69c544a9-6dc0-4ce3-a6b3-e987a6f37a7a,wardrobe
6f02d910-2ab0-4540-897d-3510e3274b2b,pendant_lamp
57f08c70-969f-4320-9fc4-fb83447094e8,single_bed
007498dc-954a-4ddc-b318-164b7e4dfefc,double_bed
658d62a3-855d-40c2-911b-38d51dc098fa,table
0bdedce1-da4c-403c-be4c-187376bf9b01,wardrobe
a41e0581-73b0-4a28-9226-f0931fd74b4c,table
9c202e86-37dc-46c2-8c30-81cbac856a5e,double_bed
6f5c5154-fa96-4675-8e1b-9c8d4151e996,pendant_lamp
7d2d82d0-ad8a-4fef-9288-8e763a29f50f,pendant_lamp
4b4bf7fe-8f9b-42de-b072-e54ead8a57c3,shelf
29dce16b-6716-44b9-8aad-2bb55db63dea,stool
8f7ac9ce-7610-4367-a8c7-5645bb4fbd1a,nightstand
24397ff7-b6b2-4692-b506-71db97a6d81a,double_bed
261628f0-9c0b-4cb5-b07b-b7f633c08825,nightstand
4dfddeed-17ba-4893-a7c3-9e2db2623bb5,pendant_lamp
b9328b70-0477-40eb-bb02-a0002db27381,wardrobe
c37f4c52-c520-4455-a790-54c70f533a07,tv_stand
d269fca6-d843-4aa6-b8bb-7be327223d62,pendant_lamp
93d1c732-ba8f-49e1-abe8-8bbe87bc41bd,pendant_lamp
879812cc-973d-4c7c-ad38-76262208230a,nightstand
a7621218-bd3a-48ab-9694-9f307bb4ba1e,pendant_lamp
98e10094-bd8d-49b7-a01f-c5050f7ddf4d,double_bed
48261cc3-38e4-4cf5-af61-a16ae090eaef,table
1cb4be2e-745e-4a73-98f3-d6c1db63fcf1,double_bed
21c036ce-d000-417b-b385-7e58d07a45a7,tv_stand
37c8590a-f99b-471b-835d-7457da2aeb4b,pendant_lamp
12c0a7d0-958f-411f-a122-95e4ccf8aadf,double_bed
6d9ca14e-8ade-4133-8b5e-878335cfc722,nightstand
68b3c32f-6c5e-47a1-a751-40f7d86fb1a1,pendant_lamp
4808dc50-1f16-4a33-91e8-a93c1c9f2881,pendant_lamp
6e7d323a-de8d-424c-bcd9-384c7540b55b,wardrobe
8fa86ebb-d2ec-400b-b3af-be466d3ea2c2,table
df4cc201-17da-43bb-8346-b020da57e6ce,double_bed
3b92b678-a005-40aa-af39-8d5ec22dd0d1,pendant_lamp
24bc76e9-7b52-48ea-92d5-e7cf72b9cf43,pendant_lamp
73e85e57-b389-494b-81dc-5827c238cb1b,cabinet
bcb9884d-d032-40df-b2e1-c2bb467a02e8,double_bed
77d0cb2f-157a-4e7b-a3ba-9d1fdaa125d2,nightstand
64e15b3e-dc58-40cd-81fb-9c1804efba9d,double_bed
4bdb8763-e976-43a0-ab37-23bb156cd742,pendant_lamp
e1ffad37-d420-4a79-a034-0a8e2ac787cd,dressing_table
097dcce8-78a6-4dc8-90c9-ef8395e75ec1,double_bed
32bb58b7-743b-40b3-9848-b1c13c7fa904,nightstand
6ec8a921-13c3-4240-a817-efbf3a671ffd,dressing_table
2d49b92c-b732-4f71-9f07-57b29c7f30c4,dressing_table
f8ad78fa-83a4-4585-9e6f-540ecf40cfb7,wardrobe
e274da8d-d814-43e6-bb8d-d5f6bfd950fb,dressing_table
c3568155-50a2-4953-8bef-7f1dc248f359,table
06fa510a-de04-45f5-b54b-d1ddacc27a4b,wardrobe
01dfc00c-638a-4890-8788-ccd35e567602,table
71c4791c-25f1-4fa7-ba4c-0287c9dd81ad,double_bed
6eb5add9-47f0-43e4-9397-a64861cb5783,double_bed
940f50a6-b09d-41eb-9b38-073a64530373,nightstand
522af54c-7156-4289-a59f-aef8cb000d83,wardrobe
21f34649-749e-4481-aef4-abf73263c950,double_bed
24adeee8-399e-46e9-8d8c-aa641084c1e1,nightstand
921c632b-d082-4991-869e-e1770eeb5dba,pendant_lamp
7e4d8f59-4e46-441a-ae94-259f0d61d04b,chair
49e8f3e2-52ad-4c16-864a-4ea7f7478313,stool
bbd64595-79a3-4f53-8a2e-a0e40fe98879,pendant_lamp
62cede8c-b7ef-441c-a04b-9ea21df139c9,tv_stand
5d2dcacc-9ec4-4375-89f6-09aea58bd68b,ceiling_lamp
41dce00c-6a26-4480-a569-4ab8e6e74d67,pendant_lamp
a08373a6-e9bc-44c1-877f-1c078a9eb841,pendant_lamp
8b8cdbde-57e3-432a-a46a-89a77f8e6294,nightstand
460d3c30-f894-4098-8df8-7f750b8fee6d,double_bed
8b847a09-1736-476f-8aba-ba6da836c998,pendant_lamp
a0b67c64-15a4-4969-91a6-89e365d87d12,wardrobe
e314cd3c-e309-4614-98d2-13f99208ced8,wardrobe
d8633416-c410-435e-8816-d96e548473bb,pendant_lamp
2e6700ec-8bae-47f7-b805-8be47e3529da,nightstand
bfc1cd6d-3638-4cd2-9506-61fa2a144a91,nightstand
3dad6ea4-9cda-4209-8edd-7bb86a12cf27,tv_stand
9c949ef1-f9ca-4505-8107-1e87a1568fc7,cabinet
ef14301a-3bad-4e12-9407-fc8253bbb374,tv_stand
908ee318-f4d3-48b1-8498-f4cb8627aac0,pendant_lamp
d84dcb47-f671-4538-96cb-0cbac9ab1a65,double_bed
8cd3b0e4-7d94-4d96-ac01-1d01b02bec68,nightstand
d661271f-3af4-4f6d-b752-83b1aaf8ae44,wardrobe
6aa24c17-8976-44be-b3ec-e66c430512f0,pendant_lamp
7ef6c6fc-e7e2-4004-a6c2-5b2522f40b53,pendant_lamp
34e5b695-1212-4cf3-9d9e-50314061a036,nightstand
18c7d01a-28b0-44e8-829d-272efb815b9a,wardrobe
cd458c7a-5d0b-45d9-940f-8971a7b18d51,armchair
c4b7ea85-4dfe-4588-93a0-7a7b6eefeaae,pendant_lamp
bdb14156-5e8c-4f35-a064-be724505d5aa,wardrobe
a6bb7b34-43ec-489a-9a92-e9eff5c4eca2,nightstand
ea4e06f5-939f-47ff-9df2-be5fdedf5717,table
f574b3c9-6169-42a0-8c79-39c0f33c4018,pendant_lamp
72c699a6-53c6-4b0d-b430-e14f2e15ff91,kids_bed
72366b16-480d-4a80-ad7b-e70801f44b0d,children_cabinet
8bf54b30-9829-441a-9a79-f17648f0966b,nightstand
2391032b-b1a8-4359-a9d9-b31ac4b12fe1,ceiling_lamp
a419b5a4-4bfe-4e04-a3f3-7c7e3e9fcd17,shelf
1fabeadc-efd8-4b75-a865-3da667a63d6f,pendant_lamp
3f3e9fe3-3db0-407b-9956-57025c5b7e6d,single_bed
8fe26c63-f744-4dbf-9149-ed8147275bed,nightstand
faa6f628-cd9f-439a-9dc2-c483c9c3854f,pendant_lamp
f846faa9-017d-4f8a-81fe-e326b7e8b537,double_bed
761dea3b-2580-4828-b3b7-51636b1d1c4a,nightstand
5bf8b0e3-5def-4829-86f7-cbc168274dc0,wardrobe
df5706b1-53b9-43af-ba30-76c6401fd327,pendant_lamp
06ccac96-3ca8-4bd0-aee2-64f1b495f485,double_bed
de056690-50c2-4e34-a88a-32080d2cc9ae,wardrobe
9bb6bc0f-1a6f-4a44-91cc-86099a886530,nightstand
f742a3b6-410c-436f-80b7-5c62826c2e20,coffee_table
661719bd-2859-4c82-908e-9fd1264e331b,chair
6321e604-9437-4090-ba2c-af5567201483,double_bed
ec7533e4-557a-4f24-8200-a26e977363be,nightstand
06bb1295-131b-471a-8e97-66251b0f79fd,ceiling_lamp
03db2587-8f45-4154-9736-557f6256ae1c,wardrobe
08033850-ac78-475d-a588-54a9ae21d711,wardrobe
05bd9b39-5166-4730-8707-038fbc78c986,double_bed
bb9598e5-69bc-46e9-90c6-c6fb93f96ed1,nightstand
1f04134b-e388-4630-8f9b-49a549397dcb,tv_stand
8bba3d84-9d53-4dc6-ad3e-dfac6907b177,pendant_lamp
441e1921-ed75-4191-ad0f-397b884d1021,pendant_lamp
eb42fd74-2ca7-44fa-bcb6-6b9982145489,wardrobe
1b75a261-6622-41e6-8225-1a41e6a04050,double_bed
afcf6dfd-730f-4ba1-b8c2-158804fb6886,nightstand
9f637598-a8d1-42ac-9bca-8dec361ecbb2,shelf
663606ea-7234-49aa-a361-a0e2d5555675,pendant_lamp
877db928-c5dc-4f42-9cec-aeee1abba4dd,cabinet
dd6632d8-6a8a-452b-b5a7-05aa1caaa67b,pendant_lamp
c96b81b9-51f5-4ac6-b737-8e63d09feee8,wardrobe
c9d93142-6292-41f5-90ca-cd68d31cdcec,cabinet
e3d33704-98af-4bb2-afde-fa8079694aff,double_bed
5842c4d2-f2da-473e-91dc-48395b63f382,nightstand
5631b63c-24b2-4074-857b-425794858ca9,wardrobe
dabf5085-308d-496b-9a78-cdff7df6d619,pendant_lamp
04ba615e-ee8d-49f2-96f0-52a16f8993ca,double_bed
e1b8cf75-8dbd-47e5-801f-224c9eacff96,tv_stand
58961b54-d044-474a-9498-80a6f31cf10b,pendant_lamp
1cfe1c8d-271a-46cd-b982-9bc91beb0c62,double_bed
178bca0a-e0a6-4cd6-be0c-f0e2f020d5cb,nightstand
1abab334-35fc-4dec-a8fb-bbe6b46866ba,tv_stand
243552ad-7103-4b1f-a281-9fdf787fd344,wardrobe
1bbf88b5-359d-4210-a7ce-35ddeb2c0717,pendant_lamp
a4876bad-812f-492c-9c0e-35293918aa31,desk
51ec86f8-de27-4189-9d2f-aee0f93611b3,wardrobe
02c42ff4-8c7b-4eb1-97e2-b40ed18b02eb,wardrobe
2c0d595f-c2f4-4bf6-b81e-af86475d0d21,wardrobe
43cb86ce-5ccb-468a-afd1-0b901fc858c8,nightstand
50823ece-f1e0-4a8e-b7d6-312953939076,cabinet
eea54d62-f168-436e-ba5a-0d35ce9d1fa2,shelf
04d7bef7-8628-48c5-a62f-3762e54f7914,pendant_lamp
5aa1b510-1f7f-4cc8-a018-b92c395afec1,wardrobe
fa93acac-e20d-4beb-b574-7ec840ffdc08,ceiling_lamp
46efcafc-0622-4a48-880e-451e28e15008,double_bed
f366b9ef-9127-405e-b263-58db5a986fcd,nightstand
70540c4f-9d4d-44f4-bc4d-fc835d5dca2c,double_bed
ee7ce223-8224-451a-96d5-ddbeeda0687b,nightstand
85bf43f9-8086-422c-87b3-69d0ead9d4bc,pendant_lamp
7fb021fa-9d67-4193-9b65-e6895d1dc071,desk
743266c4-7096-41e7-b812-82310c4ee393,bookshelf
6289a052-b4a7-417a-b687-b22fddc14663,pendant_lamp
0de40914-8d92-4168-96ca-3f2a5a9d9100,ceiling_lamp
328026c4-f745-40a8-ab1d-8433330ec839,ceiling_lamp
7be78e99-5ace-466f-84bf-e4509dabebb3,pendant_lamp
486e87d6-3e65-4d79-8863-cb12ead2dc88,ceiling_lamp
55e423bd-8cbf-4a22-9bc3-7135bd92be7d,single_bed
0f01a988-ab48-456d-b60b-ea35beb99dce,wardrobe
f2c5deb2-67eb-49a0-af58-19c92a87d280,ceiling_lamp
113b1fbf-cc94-48a2-b387-9d82c30442c6,double_bed
64c7b51f-5d88-4771-b8cd-5533c64dcbb1,nightstand
9b69e3d4-bfcc-4e59-bf6b-7e7cc052eac0,pendant_lamp
05940431-6b68-4a02-8d56-f4aa23e5d98b,wardrobe
6fff9bdc-20b4-40e6-a37d-ca372cddb1e4,nightstand
880ac819-66b6-4b09-addb-c3239a16ec5c,ceiling_lamp
58e1a4f2-2285-4124-ae08-00e68d4df70c,kids_bed
c159a208-6146-410d-afcd-3558f491e235,desk
0fd3efcf-72b5-4552-bbaf-6913e8f3c352,chair
65242094-0077-4a9d-9057-d6e67eb54760,ceiling_lamp
62ce5421-bc66-46ef-b797-a809ca70d250,double_bed
15b94a23-059b-4c12-98f8-bd651083d20f,dressing_table
c87fea67-afaa-487e-88cc-8e3876e11efd,ceiling_lamp
faaf7e8d-5c83-4427-870b-4022238f5a98,wardrobe
5f99048f-66bb-428a-9495-1150881b62ae,single_bed
b3ab3d07-f13b-4b5c-a1f5-1c8cd33cd176,nightstand
3ed85212-0160-4201-ba07-ac76a61a575c,chair
fa3f26ed-dc84-4819-b5fa-9b4e6c664e6b,nightstand
925bc907-2909-43e4-a988-261bf098e3be,chair
a6b44420-4e2a-40f9-ba1f-9f5f51919e89,chair
32773307-6d99-44f7-b717-f89619d98868,pendant_lamp
0911a15e-85ba-450a-950f-d4251bae7aa1,pendant_lamp
22678585-1ef7-43c9-86cf-5b312e86afd4,tv_stand
0154b34b-cbbc-4ed4-8eec-04468a0f7e05,wardrobe
5126dfaf-eabd-45e3-b976-04dd27606caa,nightstand
501cf887-31e0-4607-aab6-9feb8da2adb6,double_bed
428836db-fb61-4207-9af8-468b1a286029,ceiling_lamp
a7e7f3f0-774d-4e24-9c1a-15cc64634ba6,pendant_lamp
0e259558-e927-4c08-8372-9b19688957d1,cabinet
032f82f5-ffc8-4240-9545-ec5311eaf01b,table
4d4ed837-e00d-4e35-8ef2-b397bb4aa42d,chair
1bb1325f-22f8-448b-9308-76c2e30d269e,pendant_lamp
7d40c231-5f93-4fc8-9e74-7925b593a1c3,nightstand
6346eb3b-8049-44c0-9706-1161fa480542,desk
6962e1e3-f7d1-4419-b114-a0b2ac91e195,chair
012679e2-1597-4fc0-93e0-62206617fb31,wardrobe
0cd14fb8-c9bf-48be-99d3-ccdf38a7f017,shelf
17d7e17f-3c37-46d2-b606-2b81f7a1a3eb,pendant_lamp
9f60056d-5e15-454d-8668-a5d670a16bde,wardrobe
a9983074-f063-43a8-950e-a8a861a313ec,tv_stand
58fabe3e-ceb0-4886-a702-45a948d0af2e,pendant_lamp
6395bdba-e5f5-4975-899e-57f3a1687414,single_bed
51c9c5ae-72c8-4182-aa8f-ece42a1bc871,nightstand
ee4276f9-d7fd-4dbf-8eda-840f9ad597b1,pendant_lamp
108bbb43-5203-44b9-b61d-18c8d9f965f1,desk
5f4ce808-c936-49c1-a65c-87a48c3b5bc3,armchair
b9a31abf-f88f-4c5f-9f39-21b4039283de,nightstand
9440e496-19f7-4338-8a61-96be22579aa4,wardrobe
0858d6e6-004a-4ab9-bb73-6a54b6f228e3,tv_stand
a4aa6165-a24c-4646-9589-27e9d26f8951,double_bed
eeec8ccc-2909-407b-bd92-7e6c560baaff,nightstand
1d4fa17e-fd0c-4722-a0ff-8aa46bd73a90,cabinet
36a8ee08-14c3-4380-ae0e-1a66525aa7f5,wardrobe
192ac441-48b7-4559-bc02-7c532171b531,nightstand
f40dbe9d-9282-4dc2-ba19-38abfe6e7dbf,pendant_lamp
da696e88-ffee-425f-aa60-d84c7f0e84ec,double_bed
4de374ed-e836-48e1-824e-6d1ddbe438ec,nightstand
d3eb636c-fd8e-4fcb-a102-49812171f23a,pendant_lamp
ba6ae635-b166-4331-9714-c5b5cfe01a8e,wardrobe
e3108749-98b8-45f7-8abf-e92677575e51,double_bed
2ad51dfc-9e9e-492b-b053-6e6373a9a2aa,table
aef907c4-fff9-4101-a633-8f834f6f55cb,double_bed
43733ff6-1f45-4c56-89bf-619e8d9f7853,nightstand
c93a298c-e769-446c-bb8e-83ed98320181,tv_stand
70b242c0-af2e-4303-ac07-c70c0a7ba7ea,chair
05faf43b-c747-468c-a863-4a00b8761b9d,table
88bab778-aa61-4ae3-9fac-b7ff21d7a626,pendant_lamp
967011ed-753f-4eb2-8505-feefe3f33f88,tv_stand
0f17b0de-610d-4ed6-accc-e19c9ac0a900,pendant_lamp
1f0c1597-17de-4bc7-8da5-d596fcc8ebed,double_bed
8b0dad02-3ca9-4b41-a8b4-f476f27b25e8,wardrobe
afb47456-1325-4e40-9d0a-df10b9596f5f,table
29beef4c-4986-4b51-9bfe-1c5ec4f81a15,wardrobe
45ac0c68-6109-45b5-98dc-456f579113c0,ceiling_lamp
61a961c5-804b-4ac7-852a-add6313315cc,cabinet
87941f28-6bc6-4c51-8143-9d6695c618cc,pendant_lamp
6863834d-718a-4e93-be23-aa2fb45b6b51,pendant_lamp
fb15b296-cd83-438f-8260-7fa4161de9f7,ceiling_lamp
58611f22-e2b7-479a-8ff4-186926c28a2e,wardrobe
4486a0c5-0c5c-4788-a77f-3c9bdc3204a7,double_bed
094e1cb8-4a48-446e-a88c-ddee36aba955,nightstand
e6000be9-3abf-4c0f-9553-59008ec01bd4,bookshelf
26ec6b73-48a6-441c-b005-61a2fba2e4eb,desk
b316d986-6683-4d48-9de0-974cf3234841,chair
6f083a06-9651-4353-a72a-690b26356964,dressing_table
37c1c3e6-600a-45bb-9ae6-9c8a8845745d,stool
7d4d3e12-cdbf-4947-ac28-8bb639b7636f,wardrobe
2293cbe4-5554-4c3b-a092-09cacb7f57b1,wardrobe
b543003a-54f3-42b2-bf47-29370f97414b,pendant_lamp
1d920ba1-6a64-4834-b9f9-737fb7660bcc,ceiling_lamp
6d2fc776-acfe-4c1b-b6ce-f4df0925ce49,double_bed
5eea9ea7-f143-47f1-97d9-3fb4a3a98703,nightstand
f1e2158b-770b-464a-bcf2-902ba2c48af0,pendant_lamp
cfe5cb38-74d7-4077-8f7e-a384b7f4505a,pendant_lamp
68bd1ed3-c256-4d0b-9fd9-b46370b41df0,single_bed
7f89ac93-4eb3-4701-85c5-7a03f4ec6a6b,wardrobe
1791e0c9-15fc-4fa9-80df-e73332ed6ce0,dressing_table
9df2949c-074e-4b18-b779-b88a074f9590,stool
8f4f873e-6974-4126-8c16-ab7d85204903,cabinet
bd2a6793-4c84-49a6-9311-3cc71701dccc,pendant_lamp
5f647e91-185e-4daa-819b-4de676e55627,nightstand
b0e7e16a-35fe-402c-864f-5c96d6889cde,pendant_lamp
ecc3d7e3-8890-495f-8a77-420aab645a99,bookshelf
71049fce-e754-474e-9e88-7e0c5eb5fc50,single_bed
26df8f51-1552-438d-8da7-a1213f6640b2,nightstand
e6cea7d6-0701-417d-b52d-9759ec66e1bd,chair
f3a52dcb-b4c1-4682-a1ef-5b8387a7760a,shelf
